Name,MarketCap,Watchlist
TAMA EGG NiftyGotchi,- -,447
PieDAO Yearn Ecosystem Pie,- -,418
PieDAO Balanced Crypto Pie,- -,649
Wrapped Monero,- -,489
Prophecy,"$154,732",827
Xdef Finance,- -,303
Delphi Chain Link,- -,"1,162"
Solomon Defi,- -,"1,513"
Venus Filecoin,- -,312
Bitpower,"$370,188",650
MITH Cash,- -,573
Unique One,- -,"1,758"
unilock.network,- -,"1,407"
DAPPCENTS,- -,"5,614"
Capital.Finance,"$1,453,226","1,048"
Rootkit Finance,- -,509
MediconnectUk,"$3,220,089","1,001"
Tronx Coin,- -,490
Predictz,"$60,992",261
Golden Ratio Per Liquidity,- -,341
Global Utility Smart Digital Token,- -,"1,133"
Davincij15 Token,- -,811
N3RD Finance,- -,685
Yield,- -,"4,208"
Dequant,- -,286
Richlab Token,"$4,022",882
Venus XRP,- -,772
Honey,- -,"1,069"
Glox Finance,- -,383
ACDX Exchange Governance Token,"$198,306","1,033"
Buy-Sell,- -,331
DinoEGG,- -,144
Deflect,- -,474
XVIX,- -,593
XPToken.io,- -,347
KING OF DEFI,"$72,832",574
PirateDAO,- -,343
Tractor Joe,- -,"1,286"
P2P,- -,675
Block Duelers NFT Battles,- -,"1,653"
Etherpay,- -,705
Hanacoin,- -,"4,294"
Lumi Credits,- -,993
ImpactX,"$352,695","1,064"
LUCY,- -,540
Diamond Cash,"$21,928","1,598"
WEBN token,- -,902
Safetesla,- -,"18,502"
DeFi Insurance Protocol,- -,"1,314"
EL RUNE - Rune.Game,- -,227
BLOCKIDCOIN,- -,438
Polkatrain,- -,675
ACE,- -,814
METAMEN,"$10,007",936
MoonRise,- -,"17,665"
SKINCHAIN,- -,783
Golden Duck,- -,"9,628"
YFTether,- -,329
FINANCIAL INVESTMENT TOKEN,- -,921
Gastrocoin,- -,426
NftEyez,- -,231
Solana CUM,"$49,402","1,846"
Index Chain,"$117,932","1,907"
TEAL,- -,379
The Smokehouse,- -,736
Solit,- -,"3,908"
Ovato,- -,"3,509"
HEL RUNE - Rune.Game,- -,174
HOMT,- -,540
IceFlake Finance,$17,213
HyruleSwap,- -,"1,697"
Solabrador,"$337,628","1,799"
TAL RUNE - Rune.Game,- -,187
Daikokuten Sama,- -,"1,988"
Pepedex,- -,507
Teslafan,- -,"3,331"
Billibilli tokenized stock Bittrex,- -,257
Tepleton,- -,360
WenMoon,- -,"4,939"
YEARNYFI NETWORK,- -,"4,450"
SafeLight,- -,"13,580"
youves uUSD,"$7,691,395",228
Alchemist DeFi Mist,$563,589
Punk Shiba,"$44,359",987
Slushie Capital,- -,239
The Realm Defenders,- -,664
AstroFarms Finance,- -,242
MaticPad,- -,"1,355"
eosBLACK,- -,"1,117"
PhoenxiDefi Finance,- -,"1,658"
MoonRabbit,- -,"5,713"
Bagus Wallet,"$44,434",543
Amy Finance,- -,210
EzyStayz,- -,578
Vari-Stable Capital,"$137,389",308
HorizonDollar,"$95,056",404
Vlad Finance,- -,986
HappyCoin,"$1,019,083","10,926"
1TRONIC Network,"$1,234,699",450
INU Token,- -,855
Secret Finance,"$10,015,711","3,382"
Amoveo,- -,491
Daisy Launch Pad,- -,"5,090"
CryptoBossCoin,- -,433
Stacker Ventures,"$694,061",561
BQT,- -,593
BlueChip Capital Token,- -,70
BITCOIN INTERNATIONAL,"$242,272",606
Acuity Token,- -,"1,446"
Whirl Finance,- -,"6,540"
DigiDinar Token,"$18,592",624
Carillonium finance,- -,"11,708"
Counos Coin,"$11,855,532,148,900",565
Bitcurate,- -,470
Stabilize USD,- -,135
DeFi Gold,- -,615
Apple tokenized stock Bittrex,- -,611
Waffle,- -,"3,635"
TRONbetDice,- -,781
Donkey,- -,"166,721"
SafeGem.Finance,- -,"10,330"
Shibamon,"$70,048","1,007"
Succor Coin,"$11,425",803
The Grand Banks,- -,755
Duo,- -,469
Windfall Token,- -,"1,404"
Sparrow Token,"$7,005",592
AMMYI Coin,"$1,472,534",260
Merge,- -,"1,226"
ArbiFarm,- -,227
Mooni DeFi,- -,"10,259"
Avalanche HoneyBee,- -,"1,419"
Meteorite.network,- -,"1,081"
Ethereum Vault,- -,"1,036"
E-leven,- -,384
Krosscoin,- -,453
Love Coin,- -,"2,409"
Bitalgo,- -,355
Hippo Coin,"$10,596",533
ORBYT Token,- -,556
Equus Mining Token,- -,424
OWL,- -,348
MYX Network,- -,"1,116"
Aludra Network,- -,525
FXPay,- -,588
COIL,"$783,835",511
LoveHearts,- -,"1,410"
MONEY PARTY,- -,592
JUST NETWORK,- -,622
GLOBALTRUSTFUND TOKEN,"$61,701",783
Dogz,- -,"1,361"
Prepayway,- -,295
sBTC,- -,447
AVCCOIN,- -,358
Empow,- -,450
BSYS,- -,"1,913"
LinkCoin Token,"$104,291",540
SCC DIGforIT,- -,466
DTOP Token,- -,422
3X Short Tether Gold Token,- -,297
Diamond Voucher,- -,198
LINK Profit Taker Set,- -,197
ETH RSI 60/40 Yield Set,- -,228
Play Royal,- -,"1,132"
Intelligent Ratio Set,- -,219
ETH RSI 60/40 Crossover Set,- -,225
ETH Price Action Candlestick Set,- -,211
LINK/ETH RSI Ratio Trading Set,- -,193
ETH 20 Day MA Crossover Yield Set,- -,267
ETH/BTC RSI Ratio Trading Set,- -,321
ETH 20 Day MA Crossover Set,- -,289
KYSC Token,- -,568
ETH/LINK Price Action Candlestick Set,- -,212
888tron,"$5,210,617",673
Bit World Token,- -,591
DigiMax DGMT,- -,723
BTC Network Demand Set II,- -,283
CoinZoom,- -,"1,490"
BLOCKCLOUT,"$123,974",643
KIWI TOKEN,- -,482
HashBit BlockChain,"$61,490","10,418"
Decurian,- -,224
NoleCoin,- -,662
Bankroll Vault,"$413,831",379
Kids Cash,- -,256
BELIEVER,"$167,344",659
Cipher Core Token,- -,354
VN Token,- -,293
EcoDollar,- -,480
BitCherry,- -,443
Cap,"$14,747,525","3,809"
sBTC,- -,501
Cherry Token,- -,384
STPAY,"$1,123,197",510
Aave BUSD,- -,495
Aave DAI,- -,504
Aave MKR,- -,510
Aave SNX,- -,617
AntiscamToken,- -,430
Aave LINK,- -,564
Aave TUSD,- -,330
Bitpayer Token,- -,535
BITCOINHEDGE,- -,472
SorachanCoin,- -,357
sETH,- -,443
UniDollar,- -,768
Fanaticos Cash,- -,577
CryptoBet,- -,756
Litecoin SV,- -,910
Resfinex Token,- -,264
ChainZ Arena,- -,773
REBIT,- -,373
Jack Token,- -,"1,823"
Bali Coin,- -,441
VEHICLE DATA ARTIFICIAL INTELLIGENCE PLATFORM,- -,396
Charg Coin,- -,555
Mega Lottery Services Global,"$384,258","32,830"
Scopuly Coin,- -,179
GoalTime N,- -,730
Entherfound,- -,"1,387"
Chainpay,- -,"1,149"
Five Star Coin,- -,254
Vectorium,"$7,453,285,989",197
B ONE PAYMENT,"$3,406",445
RAKUN,- -,347
Bonorum,- -,320
GermanCoin,- -,"1,294"
QUEENBEE,- -,605
Aave BAT,- -,"1,524"
AfroDex,- -,"1,466"
KONJUNGATE,"$240,202","1,294"
Cofinex,"$95,157",467
FRED Energy,- -,655
SAFESUN,- -,"11,870"
Altbet,- -,419
Cipher,"$2,046",60
SuperSkynet,- -,"1,248"
SWERVE Protocol,- -,304
FlashX Ultra,- -,"1,955"
ThoreNext,- -,900
FAL RUNE - Rune.Game,- -,250
Bestay,- -,"1,357"
SimpleChain,- -,862
Semitoken,- -,394
THENODE,- -,479
MMAON,- -,715
SaveToken,- -,"1,227"
OrcaX,- -,"4,961"
indaHash,"$1,571,697","1,058"
PayYoda,- -,369
Ulgen Hash Power,- -,257
Global X Change Token,- -,253
Hiz Finance,- -,246
Yearn Loans Finance,"$19,233","1,238"
808TA,"$374,031","12,805"
RoboCalls,- -,690
Hub - Human Trust Protocol,"$497,267",589
FuturoCoin,- -,727
TurboTrix Finance,- -,955
GNAR TOKEN,- -,177
CAT.trade Protocol,- -,478
DoggyStyle Coin,"$6,647",369
dForce USDx,- -,326
TokenBacon,- -,254
Oppa,- -,351
xDollar,- -,402
Musk Doge,- -,561
Kepler Network,- -,868
Calcifire,- -,"3,935"
The Starship Finance,- -,197
WAMO,"$10,745",239
Jejudoge,"$515,106","2,299"
Cosmic Ape Coin,- -,329
Smartchem,"$14,320,994",275
PHILLIPS PAY COIN,- -,516
Vendit,- -,"1,122"
Upper Pound,- -,368
Wallet Plus X,- -,649
AladiEx,- -,270
Asset Backed Protocol,"$88,058",306
NOIZ,- -,382
Base Reward Token,- -,"679,936"
Deimos Token,- -,379
Zeropay Finance,- -,"13,697"
Flourish Coin,- -,"2,844"
Ubiner,- -,609
DogemonGo Solana,"$4,126,624","1,178"
LO RUNE - Rune.Game,- -,207
PSY Coin,- -,241
MintCoin,- -,"1,795"
Papp Mobile,- -,"3,133"
Aerotoken,- -,563
CloudCoin,- -,795
Rivermount,- -,508
Dogelana,- -,712
Boltt Coin ,- -,450
gAsp,- -,358
HOGT,- -,326
Unlimited FiscusFYI,- -,282
Cybertronchain,- -,444
Lemur Finance,- -,"5,865"
Solootbox DAO,- -,152
zilSurvey,- -,84
RUSH,- -,340
Colibri Protocol,- -,749
SolCondoms,"$3,240","1,300"
YSL,- -,"3,253"
MoonJuice,- -,"9,034"
CitiOs,- -,406
NEF RUNE - Rune.Game,- -,194
SMOKE Token,"$108,651",112
Adelphoi,"$171,368",282
SHENG,- -,406
APEcoin,"$63,212","1,657"
Premio,"$160,018",980
BNB Diamond,- -,"21,876"
Solar Bear,- -,"1,997"
Theca,- -,205
Hatch DAO,- -,480
Genebank Token,"$4,542,532",317
UniPower,"$255,532",881
Future,- -,"1,072"
BigBang Core,"$2,104,562",498
Web Coin Pay,- -,619
XFUEL,- -,529
Silver Token,- -,468
BEAR Coin,- -,715
BitcoinRegular,- -,"1,008"
ITEN,- -,570
StarDust,"$130,079","1,362"
Spookeletons Token,$242,451
USDQ,- -,"1,068"
Hachiko Charity,"$12,221",495
Age Of Knights,- -,"2,674"
Torex,- -,447
Social Send,- -,817
SnoopDAO,"$1,480,036",364
NinjaSwap,- -,601
FireFlame Inu,- -,"14,002"
Bitblocks Fire,"$23,862",259
LIFEBIRD,- -,"1,218"
PEACOCKCOIN (BSC),- -,"9,912"
Biden Token,- -,307
Gain Protocol,"$1,146,075","1,374"
PYXIS Network,- -,"2,254"
Quam Network,- -,"2,877"
Shiba Dragon,"$61,740",516
FUMoney,"$11,994",161
Evolution Finance,- -,668
Fedora Gold,"$165,125","1,476"
PAPA DAO,"$192,763","2,734"
Kitty Coin,"$628,034","1,671"
Shiba Fantom,- -,"3,348"
THUL RUNE - Rune.Game,- -,175
FarmHero,- -,835
Buni Universal Reward,- -,"1,980"
Lum Rune,- -,109
Miaw Token,- -,105
NFTinder,"$21,548","6,499"
Metaworld,- -,646
BabyBanana,"$228,734",322
eFin Decentralized,"$1,092,431",273
Scientix,- -,"218,914"
LatteSwap,"$19,483",725
Total Crypto Market Cap Token,- -,"1,162"
Bikini Finance,"$4,847",164
FlokiSwap,"$42,336",351
Far West Games,- -,528
Kross Chain LaunchPad,- -,"2,030"
Beverage Finance,"$158,601",67
GLOW,- -,"2,758"
Bear Billionaire,"$5,335",408
Facebook tokenized stock Bittrex,- -,818
AvaOne Finance,"$10,224",84
SOL RUNE - Rune.Game,- -,644
Tanuki Token,"$83,324",617
Sherlock365,- -,932
Jungle,- -,192
Cow Inu - CI,"$1,652,792",268
MetaMatrix,"$165,417","8,604"
SPACELINK,"$36,516",880
ATNIR Capital,"$140,566",175
Rocket Raccoon,"$123,339","5,176"
GMR Finance,"$465,795","37,146"
SIMBA INU,"$129,764","2,134"
CreDA,"$300,686",184
GM Floki,"$19,727",212
FantomMoon,- -,"3,639"
Fossil,- -,197
Himalayan Cat Coin,"$92,333","3,100"
Truth Technology,"$1,723","13,302"
Stacy,- -,350
DynamicB,"$100,153",183
SAFEGAME CASH,"$70,478","2,977"
Nest Egg,- -,914
Impermax,- -,"4,182"
FXT Token,- -,"2,745"
Enedex,- -,434
Mistel Finance,- -,268
Cloud Protocol,- -,328
Snowdog,- -,"2,450"
Lilith Swap,- -,117
TakoDefi,- -,745
DiversiFi,"$140,853",643
Mercenary,$0,"2,323"
No COVID19,"$5,524",515
NidhiDAO,- -,842
Doge Dealer,"$69,361",339
SafeCap Token,- -,"2,067"
MOCHISWAP,- -,"3,032"
AkoyaLegends,"$33,045",796
BIGFOOT,- -,705
Oculus Vision,"$42,871","7,817"
Quasarcoin,- -,370
My Pandaverse,"$46,185",266
Shiba Metaverse,"$22,091","1,337"
ZILLADOGE TOKEN,"$180,359","1,289"
SaluS,- -,502
ShibaPad,"$123,207","1,052"
REALLIQ Token,- -,908
BlackPoker,- -,"5,234"
T99 Token,"$8,862,113",332
Fractionalized SMB-2367,- -,"1,038"
UNIFI DeFi,- -,"1,128"
LaikaDog,"$478,697",631
Solminter,- -,"1,081"
Fluffy Inu,- -,"2,315"
Nota,"$202,154",152
MECHAZILLA,- -,"1,420"
ZodiacDAO,- -,600
Crypto Mushroomz,- -,376
Soltato FRIES,- -,390
Farm Space,- -,"1,742"
Eight Hours,- -,"2,137"
Dark,- -,676
HeartBout Pay,- -,325
Google tokenized stock Bittrex,- -,486
BattleRoyaleToken,- -,"10,069"
Blue Baikal,- -,"1,946"
BUILD Finance,- -,856
Frog,- -,686
SHAEL RUNE - Rune.Game,- -,161
Mero,"$5,741","1,846"
Solana INU,- -,"1,538"
Bakery Tools,- -,"2,888"
MongooseCoin,"$133,242",653
IO RUNE - Rune.Game,- -,183
TIMEXSPACE,"$84,799","6,196"
Polyroll,- -,590
Node Compiler AVAX,- -,874
Wrapped NewYorkCoin,"$34,876",318
Kitty Solana,- -,"2,763"
Matador Token,- -,"1,992"
ICY MONEY,- -,"2,361"
POC Blockchain,- -,497
Arbis Finance,- -,"1,321"
United Traders Token,- -,386
Multistarter,"$68,178",453
Pfizer tokenized stock Bittrex,- -,"1,140"
Intexcoin,- -,852
Woofy,- -,"1,953"
UrGaming,"$139,898","5,799"
MASTERCHEF2,"$111,051",800
Taco Finance,- -,"2,232"
FANZY,- -,"1,352"
Bitcoin Banana,- -,"4,017"
ORT RUNE - Rune.Game,- -,189
Apple Finance,- -,"1,097"
DOG,"$1,644,972",608
Honey Token,- -,"2,361"
RAL RUNE - Rune.Game,- -,175
Wheat Token (AVAX),- -,241
Wrapped Conceal,- -,508
BAHA,"$7,105,610","9,051"
SpiritDAO Ghost,- -,416
Elo Inu,"$136,055","1,536"
OSCARCOIN,"$106,240",952
ITH RUNE - Rune.Game,- -,196
BullDog Coin,"$1,090,194","3,179"
DogeTown,"$22,546","2,173"
BioNTech tokenized stock Bittrex,- -,343
AirDropper,"$122,686",665
Litecash,- -,"4,231"
ChefCake,"$55,137",650
Hepa Finance,- -,423
Waterfall Finance BSC,$864,421
LumosMetaverse,"$56,973,496,009,319","2,621"
Zurcoin,"$15,916,081","2,918"
DeathRoad,"$52,914","1,135"
Mars Space X,- -,"17,412"
ShibaMoon,"$99,536","1,992"
GENIE token,- -,"2,555"
Again Project,- -,216
Kingdomswap,- -,390
SolarWind Token,"$56,730","1,680"
ShibaJump,"$10,823",700
LegalBlock,- -,508
Xpool,- -,"1,809"
Financio,"$2,717","3,515"
Epanus,- -,"1,001"
Kindcow Finance,- -,"1,572"
Meta Shiba,"$13,626","3,791"
Netflix tokenized stock Bittrex,- -,414
Moneyrain Finance,- -,274
Incognito,"$15,246,680",849
Niobio,"$11,334","1,099"
The Spartans,$771,"1,486"
Trism,"$108,889",737
WormFi,"$38,349","1,206"
Farm Finance,$521,"1,137"
Tiger Cub,- -,"2,674"
Trodl,"$60,567","480,012"
DOOS TOKEN,- -,332
BitRides,"$89,691",483
Volt,- -,800
Foresight,- -,464
RaDAO,"$1,000",943
Weley Metaverse,- -,636
Girl Story,"$2,395",938
Meta Uranus,"$16,384","1,005"
Husky,- -,"12,449"
Brickchain Finance,- -,"3,973"
ShibaZilla,- -,"7,983"
SHIBA CLASSIC,"$18,014",370
ShibaGalaxy,- -,601
Tronipay,- -,797
LunaFox,"$72,030","1,100"
SolidityLabs,"$81,233","2,425"
Sentiment Token,- -,465
Block2Play,"$44,344",412
YoHero,"$658,110",774
Kiradoge coin,"$69,843","2,787"
SMART SHIBA,"$62,633",613
Byakko,"$194,579","7,134"
GainPool,- -,"1,421"
The Lab Finance,- -,703
Wall Street Inu,"$185,122","1,638"
Treat,- -,350
DogeMan,- -,655
Gondola Finance,"$55,862","1,056"
TABANK,"$1,084,313",569
Apple Network,- -,"1,184"
Perfect World,- -,"3,417"
DefPace,- -,"1,528"
Moon Rocket Coin,- -,"1,437"
Wasdaq Finance,- -,769
Militia Games,"$1,855,519",445
FOMO,- -,390
Carbon,"$699,150",250
Metaland DAO,"$25,738","4,057"
BEPIS,"$164,738",202
Tipsy Santa,"$11,357","1,400"
PowerBalt,- -,326
Doge Universe,"$1,434,667","5,276"
Baby Clifford Inu,"$8,375","1,230"
BullDog Coin,"$1,090,194","3,179"
VOYCE TOKEN,"$242,675","10,703"
Gambit,- -,692
Star Ship Royal,"$1,382,467","2,438"
Megastarz,"$44,689",339
Protofi,- -,"1,838"
Solum,"$6,494","4,230"
PolyAlpha Finance,- -,341
Netswap,"$1,056,195",717
King Arthur,- -,"2,037"
Travel Coin,"$134,027","1,204"
Infinity Doge,"$25,520","6,513"
Pofi,- -,413
Mars Network,- -,"1,119"
FootBallGo,- -,"1,739"
Smart Token,"$331,737",420
KittyShiba,"$142,900","1,882"
Syfin,- -,"1,620"
NNB Token,- -,986
Freight Trust & Clearing Network,- -,"1,432"
POLYX,- -,"6,494"
LYS Capital,- -,252
AJEVERSE,"$179,693","1,383"
Meta Inu,"$28,403","1,708"
SolX Gaming Guild,- -,220
Elves Century,"$180,184","2,622"
FairEclipse,- -,"8,023"
Miyazaki Inu,- -,"1,794"
XBank,"$190,260",147
Wifi Coin,- -,791
CrimeCash,$1,"1,043"
Early Bird,"$316,592",754
SingularFarm,"$18,234",589
Degen Protocol,- -,"1,353"
Orne,"$2,656,802",223
Pupper,- -,"1,748"
Dice,- -,"1,453"
BUSTA,- -,410
Doge Yellow Coin,- -,"2,081"
SpankChain,- -,"2,655"
Kalissa,"$166,850","1,478"
Falafel Coin,"$132,846","4,145"
Meta Inu Token,"$487,091","1,551"
Mermaid,- -,202
ShibarmyZilla,"$44,751",995
Pyrrho,- -,"1,024"
Floki Run,"$27,975","1,617"
Libartysharetoken,- -,"1,602"
MUFTSwap,"$22,861",129
Great Bounty Dealer,"$2,191,542",83
ScareCrow,- -,820
BitGoo,- -,"1,421"
WallStreetNinja,"$260,910",720
Jindoge,- -,"3,797"
HOGL finance,- -,"8,444"
UniqueMeta,- -,286
Zippie,- -,478
Solex Finance,"$154,427","3,341"
RYI Unity,- -,"3,441"
Bagels Finance,"$181,062","74,077"
Lightbeam Courier Coin,"$52,331",559
Ape-X,- -,"17,226"
Binary Cat,"$95,332",364
New Era,- -,283
Floki Rocket,"$19,064",480
HEXAGON Pay,- -,371
Meme Doge Coin,"$74,880","2,687"
Shira inu,- -,"4,343"
Nemesis Wealth Projects BSC,- -,"10,955"
Pulsar Token,- -,"1,939"
Meta Decentraland,- -,"1,205"
Hedge Finance,- -,"4,786"
DeFi Hunters DAO,- -,180
YU-GI-KING,"$21,563",127
SuperInu,"$54,677","10,118"
Rugpull Prevention,- -,166
MetaMars,"$47,503","1,734"
Spacelens,- -,855
Captain Shibarrow,"$1,098,689","6,428"
TravGoPV,"$362,774","1,005"
TRONbetLive,- -,847
Grapeswap,- -,941
Bored Battle Apes,"$30,349",459
Coin To Fish,$2,"14,543"
Marshmallowdefi,- -,"1,335"
Solid Protocol,"$26,984","1,333"
Force For Fast,- -,967
Binamars,- -,"5,365"
Shiba Inu Billionaire,"$329,272","3,696"
Wenlambo,- -,"816,462"
Limited USD,- -,346
Ancient Warrior,"$1,164",225
Waterfall Finance,$74,"3,044"
Red Kishu,"$141,836","2,415"
PolygonFarm Finance,- -,849
Wrapped NCE,- -,"1,266"
Earnable v2,- -,919
1SAFU,"$7,424",476
Severe Rise Games Token,"$285,107","1,179"
Mondo Community Coin,- -,203
Burn1 Coin,"$125,012","2,670"
FLOKI METAVERSE,- -,"13,036"
Ascend,- -,"10,392"
Alias,"$2,253,418",698
NFT ROYAL TOKEN,- -,577
Dark Matter,"$30,068",430
Bogdanoff Forever,"$37,695",510
Sweet BTC,"$32,028",637
PalGold,"$214,668","2,660"
upBNB,- -,611
Lightcoin,"$64,684","10,452"
AceD,"$171,738",748
Conqueror,"$1,028,233",84
Pink Panther,"$279,576","1,415"
Multigame,"$144,352","561,849"
DefiPlaza,"$664,553",412
DeltaFlare,- -,142
MDUKEY,- -,484
Smart Marketing Token,- -,586
BarbecueSwap Finance,- -,967
Aerdrop,- -,"2,874"
PLUSPAD,"$2,868","1,363"
Degen Dex,"$159,094","3,398"
Xpansion Game,"$385,657","1,277"
Pomeranian,- -,"3,280"
PIggyBankDAO,"$45,101",636
Silverway,- -,"1,994"
Melo Token,"$8,731","1,289"
TacoCat Token,- -,"830,783"
Metti Inu,- -,"1,012"
Hero Floki,"$145,554",996
Hierocoin,"$268,637",430
Polly Finance,"$79,684",255
Shipit pro,- -,494
Circlepod,"$67,687",997
ToonKing Token,"$17,207","2,626"
Shiba Viking,- -,404
SolClout,"$18,233",606
BitcoinV,"$10,778","1,253"
Compound Wrapped BTC,- -,665
Five7,"$1,236",517
PopDoge,"$20,958",617
Royal Flush Coin,"$176,491",715
Dreamr,- -,284
Ecoin official,- -,"2,684"
Eutaria,- -,"3,054"
Spice DAO,- -,772
hodlME,"$35,583","6,737"
DogeKing Metaverse,- -,316
Boost2,- -,239
Shinjutsu,- -,162
Trade Fighter,- -,"2,637"
Shib Ninja Token,"$68,500",724
YoHero (YHC),- -,969
American Dream,"$103,318","1,197"
Clash of Gods,$606,358
MetaAxis,"$94,014","3,289"
Mushu Finance,"$253,850",253
ZinaX Token,"$100,661",162
Codex,"$529,376","1,160"
ADToken,- -,"1,411"
Invest Like Stakeborg Index,"$1,236,634",305
Collector Coin,- -,323
Potato,- -,"4,431"
NPC DAO,- -,406
TILWIKI,- -,"1,679"
Shiba X,"$34,486","22,394"
SocialX,"$253,363",586
Evident Proof Transaction Token,- -,"3,718"
DFBTC,"$103,736,624",143
Football Stars,- -,"13,836"
SolDate Token,- -,"2,504"
Yield Parrot,- -,561
AstroBirdz,- -,99
Skyrocketing,"$1,130",357
Rogue Doge,"$2,130,836","1,791"
CryptoSword,- -,"1,422"
OCRA,"$8,290",509
DragonKnight,"$17,141,758",226
Olympic Doge,- -,"1,188"
Meta Musk,"$67,333","3,656"
Kekwcoin,"$14,487","2,133"
Storm Token,- -,992
MocktailSwap,- -,"1,098"
Reesykle,- -,"2,066"
XCF Token,"$9,199,942",461
Stopelon,"$440,215","9,973"
Mindcell,- -,284
TacoEnergy,"$214,936",454
Fantom Frens,- -,370
Shining Crystal Shard,"$45,813",792
USD Bancor,- -,309
Rici Elon,- -,"5,375"
The Three Kingdoms,- -,"1,255"
STIMMY,"$215,129",286
Yeti Coin,"$369,107",811
WHITEX,- -,"207,510"
DeFiant,- -,"2,651"
Vira-lata Finance,"$1,203,359","10,735"
MetaDubai,- -,"2,288"
Tatcoin,- -,"1,888"
PRELAX SWAP,"$33,646","1,875"
Shibalana,- -,"1,457"
COLD FINANCE,- -,"6,000"
Seadog Metaverse,- -,720
Star Wars Cat,$362,654
BeGlobal Finance,- -,"2,497"
Baby Samo Coin,"$115,744","1,583"
Evolution,- -,"1,372"
Omicron,- -,"3,366"
Donnie Finance,- -,"2,223"
The Wolf Pack,- -,"10,414"
BitDNS,- -,521
Safe Star,"$2,228,540","29,787"
Crypto Accept,- -,874
MetaVegas,- -,"2,050"
Polly DeFi nest,- -,142
RebelTraderToken,"$218,264",209
MetaLama,- -,355
Gamebox,"$139,392","2,977"
OBToken,- -,523
Tokenplay,"$95,188","1,586"
TouchFuture,- -,"16,689"
OFI.CASH,- -,83
Mermaid,"$33,244","1,782"
3X Short Ethereum Classic Token,- -,"1,261"
BabyHarmony,"$83,527","3,416"
Safeicarus,- -,"11,067"
YTizer,"$20,078",854
HotDoge,- -,80
IOEX,- -,804
Tip.Blue,- -,137
BLACK SHIBA,"$51,213","1,601"
KING FOREVER,"$319,722","21,303"
AUREO,- -,"2,845"
Octaplex Network,- -,352
Midas Dollar,- -,"1,235"
Meta Cloth,"$49,684",934
BuyMainStreet,- -,969
Chemix Ecology Governance Token,"$1,231,330","1,188"
SeaChain,- -,"1,298"
Wault [New],"$405,784","3,365"
G2 Crypto Gaming & Lottery,"$656,057","17,068"
HoneyFarm Finance,- -,"2,095"
Eclipse,"$1,798,687","37,586"
Buried Bones,- -,108
Promotion Coin,- -,835
Papel Token,- -,"8,409"
VNDC,- -,"2,435"
Tower Defense Titans,"$23,568","1,212"
Metaficial World,- -,289
Phantasia Sports,- -,"1,164"
GemMine,$289,"2,230"
Stakemoon,"$876,077","3,853"
PearZap,- -,"2,543"
AlgoGems,"$1,383,606",934
Parrot Egg,$326,357
BankEth,- -,576
Kaiju Worlds,- -,901
Watchtower,"$128,977",537
ThingsOperatingSystem,- -,631
Kaiken Shiba,- -,"6,741"
Mu Continent,"$344,675",424
Limestone Network,- -,930
CreamPYE,"$14,025,444","18,733"
HAPY Coin,- -,"1,127"
Newsolution2.0,"$335,569",289
Skillchain,- -,530
Junior Shiba,"$88,131","3,288"
Metanoom,"$2,815","10,840"
SafeDogecoin,- -,961
MetaShiba,"$177,016","5,037"
MMScash,- -,348
Hatoken,"$3,721","3,878"
Portal,"$39,356","1,355"
ZilWall Paint,"$127,210",164
Quiz Arena,"$145,170",331
Baby Yooshi,$471,"3,163"
Chiwawa,"$255,663","1,236"
UnitedCrowd,- -,"1,785"
United,"$3,219,098",829
Catena X,$1,"12,256"
AddMeFast,"$32,271,839","2,146"
RobustSwap Token,"$9,862",540
Idle Mystic Token,- -,"8,678,586"
JDI Yield,- -,392
Museo,"$302,934","1,063"
FrenCoin,"$132,269",134
SHD CASH,- -,"1,142"
BuckHathCoin,- -,218
Cricket,- -,578
Cockapoo,"$430,635",965
Nowlage Coin,- -,403
Kawakami,- -,"10,906"
Jaiho Crypto,"$588,981","1,630"
Ferret,$227,"1,309"
ITR.ETH Intercoin Investor,- -,"2,372"
SOLFINA PROTOCOL,"$59,460",702
Guapcoin,- -,"1,038"
SouloCoin,"$909,976",120
